,y,x,osmid,highway,ref,route_ref,geometry
25451907,1.3417832,103.9821061,25451907,,,,POINT (103.9821061 1.3417832)
25455307,1.3514576,103.9859642,25455307,,,,POINT (103.9859642 1.3514576)
26778790,1.3015196,103.8500291,26778790,traffic_signals,,,POINT (103.8500291 1.3015196)
26778799,1.3000417,103.8429499,26778799,traffic_signals,,,POINT (103.8429499 1.3000417)
26778809,1.300716,103.8407089,26778809,traffic_signals,,,POINT (103.8407089 1.300716)
26778862,1.3042268,103.8503359,26778862,,,,POINT (103.8503359 1.3042268)
26778938,1.3047524,103.8506967,26778938,traffic_signals,,,POINT (103.8506967 1.3047524)
26781923,1.2667254,103.8258341,26781923,,,,POINT (103.8258341 1.2667254)
26781973,1.283202,103.8458432,26781973,,,,POINT (103.8458432 1.283202)
26781997,1.2827013,103.8455644,26781997,,,,POINT (103.8455644 1.2827013)
26782068,1.2697537,103.8291064,26782068,,,,POINT (103.8291064 1.2697537)
26782119,1.2668016,103.8184712,26782119,traffic_signals,,,POINT (103.8184712 1.2668016)
26782131,1.281414,103.8448068,26782131,,,,POINT (103.8448068 1.281414)
26782134,1.2661411,103.8195169,26782134,,,,POINT (103.8195169 1.2661411)
26782232,1.2658157,103.8210512,26782232,,,,POINT (103.8210512 1.2658157)
26782339,1.2798578,103.8427808,26782339,,,,POINT (103.8427808 1.2798578)
31737626,1.3593666,103.8889187,31737626,,,,POINT (103.8889187 1.3593666)
31737627,1.3574283,103.8897325,31737627,,,,POINT (103.8897325 1.3574283)
31737628,1.3550461,103.8900342,31737628,,,,POINT (103.8900342 1.3550461)
31737629,1.3546592,103.8899753,31737629,,,,POINT (103.8899753 1.3546592)
31737710,1.3601774,103.8885356,31737710,,,,POINT (103.8885356 1.3601774)
31737711,1.3595047,103.888853,31737711,traffic_signals,,,POINT (103.888853 1.3595047)
31737712,1.3579392,103.8895785,31737712,,,,POINT (103.8895785 1.3579392)
74368120,1.3050396,103.8318399,74368120,traffic_signals,,,POINT (103.8318399 1.3050396)
74392496,1.2940987,103.8421234,74392496,,,,POINT (103.8421234 1.2940987)
74405856,1.2926288,103.8411103,74405856,,,,POINT (103.8411103 1.2926288)
74407251,1.2933956,103.8430238,74407251,,,,POINT (103.8430238 1.2933956)
74408902,1.2913369,103.8397009,74408902,,,,POINT (103.8397009 1.2913369)
74408905,1.2919731,103.840578,74408905,,,,POINT (103.840578 1.2919731)
74408907,1.2922906,103.8408885,74408907,,,,POINT (103.8408885 1.2922906)
74408909,1.292978,103.8413508,74408909,,,,POINT (103.8413508 1.292978)
74442029,1.292558,103.8442826,74442029,,,,POINT (103.8442826 1.292558)
74442031,1.2910752,103.8462994,74442031,,,,POINT (103.8462994 1.2910752)
74442034,1.2903699,103.8473601,74442034,,,,POINT (103.8473601 1.2903699)
74442035,1.2902135,103.8477176,74442035,,,,POINT (103.8477176 1.2902135)
74442036,1.2902039,103.8482584,74442036,traffic_signals,,,POINT (103.8482584 1.2902039)
74454952,1.2930037,103.8436365,74454952,traffic_signals,,,POINT (103.8436365 1.2930037)
74460245,1.2874818,103.8459996,74460245,traffic_signals,,,POINT (103.8459996 1.2874818)
133662042,1.3969899,103.8519975,133662042,motorway_junction,1B,,POINT (103.8519975 1.3969899)
133662046,1.3983637,103.8543391,133662046,,,,POINT (103.8543391 1.3983637)
133662048,1.3985862,103.8546791,133662048,,,,POINT (103.8546791 1.3985862)
133662050,1.3988449,103.8550111,133662050,,,,POINT (103.8550111 1.3988449)
133662051,1.3993993,103.8557552,133662051,,,,POINT (103.8557552 1.3993993)
133662053,1.3999198,103.8566179,133662053,,,,POINT (103.8566179 1.3999198)
133662054,1.4003157,103.8575028,133662054,,,,POINT (103.8575028 1.4003157)
133662066,1.4010825,103.8683351,133662066,,,,POINT (103.8683351 1.4010825)
133662069,1.4014427,103.8808386,133662069,,,,POINT (103.8808386 1.4014427)
133662076,1.4014172,103.8847936,133662076,,,,POINT (103.8847936 1.4014172)
133662081,1.4005659,103.8925021,133662081,motorway_junction,10,,POINT (103.8925021 1.4005659)
133662095,1.3943434,103.9069777,133662095,,,,POINT (103.9069777 1.3943434)
133662096,1.3941345,103.907186,133662096,,,,POINT (103.907186 1.3941345)
133662097,1.393071,103.9082255,133662097,,,,POINT (103.9082255 1.393071)
133662098,1.3923736,103.9088331,133662098,,,,POINT (103.9088331 1.3923736)
133662099,1.391,103.9100165,133662099,,,,POINT (103.9100165 1.391)
133662100,1.3896819,103.9111708,133662100,,,,POINT (103.9111708 1.3896819)
133662102,1.3885384,103.9121552,133662102,,,,POINT (103.9121552 1.3885384)
133662104,1.3864947,103.9138941,133662104,,,,POINT (103.9138941 1.3864947)
133662117,1.3798298,103.9207032,133662117,,,,POINT (103.9207032 1.3798298)
133662119,1.3784639,103.9240149,133662119,,,,POINT (103.9240149 1.3784639)
133662121,1.378103,103.9255255,133662121,,,,POINT (103.9255255 1.378103)
133662122,1.3773129,103.9284515,133662122,motorway_junction,5,,POINT (103.9284515 1.3773129)
133662124,1.3771195,103.9289696,133662124,,,,POINT (103.9289696 1.3771195)
133662126,1.3767586,103.9298737,133662126,,,,POINT (103.9298737 1.3767586)
133662128,1.3735891,103.9365283,133662128,,,,POINT (103.9365283 1.3735891)
133662131,1.3734506,103.9367729,133662131,,,,POINT (103.9367729 1.3734506)
133662132,1.3726457,103.9382857,133662132,,,,POINT (103.9382857 1.3726457)
133662133,1.3715124,103.9404033,133662133,,,,POINT (103.9404033 1.3715124)
133662134,1.371039,103.9410621,133662134,,,,POINT (103.9410621 1.371039)
133662135,1.3707733,103.9414067,133662135,,,,POINT (103.9414067 1.3707733)
133662136,1.3691015,103.9432491,133662136,,,,POINT (103.9432491 1.3691015)
133662139,1.3682312,103.9443739,133662139,,,,POINT (103.9443739 1.3682312)
133662140,1.3678622,103.9450194,133662140,,,,POINT (103.9450194 1.3678622)
133662141,1.3674109,103.9460166,133662141,,,,POINT (103.9460166 1.3674109)
133662143,1.3671277,103.9469178,133662143,,,,POINT (103.9469178 1.3671277)
133662146,1.3663309,103.9502325,133662146,,,,POINT (103.9502325 1.3663309)
133662147,1.3659577,103.9518283,133662147,,,,POINT (103.9518283 1.3659577)
133662149,1.3655569,103.9535324,133662149,,,,POINT (103.9535324 1.3655569)
133662151,1.3650936,103.9550121,133662151,,,,POINT (103.9550121 1.3650936)
133662153,1.3648092,103.9557391,133662153,,,,POINT (103.9557391 1.3648092)
133662154,1.3646471,103.9560855,133662154,,,,POINT (103.9560855 1.3646471)
133662162,1.362115,103.9596744,133662162,,,,POINT (103.9596744 1.362115)
133662164,1.3609144,103.9607304,133662164,,,,POINT (103.9607304 1.3609144)
133662165,1.3596251,103.9616699,133662165,,,,POINT (103.9616699 1.3596251)
133662172,1.3567893,103.9630772,133662172,,,,POINT (103.9630772 1.3567893)
133662174,1.355234,103.963538,133662174,motorway_junction,1,,POINT (103.963538 1.355234)
133662175,1.3538212,103.963941,133662175,,,,POINT (103.963941 1.3538212)
133662177,1.3518581,103.9645111,133662177,,,,POINT (103.9645111 1.3518581)
133662180,1.3510453,103.9647729,133662180,,,,POINT (103.9647729 1.3510453)
133662182,1.350093,103.9650882,133662182,,,,POINT (103.9650882 1.350093)
133662184,1.3496146,103.9653199,133662184,,,,POINT (103.9653199 1.3496146)
133662185,1.349097,103.9656346,133662185,,,,POINT (103.9656346 1.349097)
133662186,1.348448,103.9661502,133662186,,,,POINT (103.9661502 1.348448)
133662187,1.3479569,103.966543,133662187,,,,POINT (103.966543 1.3479569)
133662188,1.3472961,103.9669992,133662188,,,,POINT (103.9669992 1.3472961)
133662189,1.3463038,103.9675341,133662189,,,,POINT (103.9675341 1.3463038)
135078388,1.3537198,103.9638215,135078388,,,,POINT (103.9638215 1.3537198)
135078416,1.3552901,103.9633364,135078416,,,,POINT (103.9633364 1.3552901)
135078451,1.3845903,103.9153042,135078451,,,,POINT (103.9153042 1.3845903)
135078480,1.3565313,103.962918,135078480,,,,POINT (103.962918 1.3565313)
135078512,1.3863872,103.9137675,135078512,,,,POINT (103.9137675 1.3863872)
135078548,1.3814794,103.9182442,135078548,,,,POINT (103.9182442 1.3814794)
135078577,1.3583913,103.9621792,135078577,,,,POINT (103.9621792 1.3583913)
135078618,1.3827463,103.9170228,135078618,,,,POINT (103.9170228 1.3827463)
135078639,1.3908993,103.909899,135078639,,,,POINT (103.909899 1.3908993)
135078675,1.3977147,103.854095,135078675,,,,POINT (103.854095 1.3977147)
135078698,1.3591236,103.9617802,135078698,,,,POINT (103.9617802 1.3591236)
135078726,1.3921882,103.9087831,135078726,,,,POINT (103.9087831 1.3921882)
135078751,1.3929608,103.9080994,135078751,,,,POINT (103.9080994 1.3929608)
135078776,1.3968725,103.8532577,135078776,,,,POINT (103.8532577 1.3968725)
135078796,1.3595449,103.9615219,135078796,,,,POINT (103.9615219 1.3595449)
135078846,1.3608474,103.960588,135078846,,,,POINT (103.960588 1.3608474)
135078865,1.396504,103.8524617,135078865,,,,POINT (103.8524617 1.396504)
135078921,1.3884268,103.9120339,135078921,,,,POINT (103.9120339 1.3884268)
135078947,1.363017,103.9583615,135078947,,,,POINT (103.9583615 1.363017)
135078974,1.3895717,103.9110405,135078974,,,,POINT (103.9110405 1.3895717)
135079037,1.3632265,103.9580894,135079037,,,,POINT (103.9580894 1.3632265)
135079079,1.3635223,103.9576496,135079079,,,,POINT (103.9576496 1.3635223)
135079125,1.3643455,103.9562614,135079125,,,,POINT (103.9562614 1.3643455)
135079161,1.3640154,103.9568537,135079161,,,,POINT (103.9568537 1.3640154)
135079181,1.3951674,103.9058425,135079181,motorway_junction,9,,POINT (103.9058425 1.3951674)
135079209,1.3646143,103.9556727,135079209,,,,POINT (103.9556727 1.3646143)
135079247,1.4001026,103.8945651,135079247,,,,POINT (103.8945651 1.4001026)
135079280,1.3649257,103.9549879,135079280,,,,POINT (103.9549879 1.3649257)
135079306,1.4003965,103.8921205,135079306,,,,POINT (103.8921205 1.4003965)
135079341,1.3653942,103.9534936,135079341,,,,POINT (103.9534936 1.3653942)
135079364,1.3661901,103.9502073,135079364,,,,POINT (103.9502073 1.3661901)
135079396,1.3996777,103.8967884,135079396,,,,POINT (103.8967884 1.3996777)
135079427,1.3657988,103.9517858,135079427,,,,POINT (103.9517858 1.3657988)
135079529,1.4011045,103.8759293,135079529,motorway_junction,12,,POINT (103.8759293 1.4011045)
135079597,1.3681062,103.9442925,135079597,,,,POINT (103.9442925 1.3681062)
135079628,1.3672806,103.9459377,135079628,,,,POINT (103.9459377 1.3672806)
135079667,1.3677261,103.9449507,135079667,,,,POINT (103.9449507 1.3677261)
135079738,1.4006693,103.8697407,135079738,,,,POINT (103.8697407 1.4006693)
135079791,1.4012562,103.8847794,135079791,,,,POINT (103.8847794 1.4012562)
135079840,1.3739896,103.9353865,135079840,motorway_junction,5,,POINT (103.9353865 1.3739896)
135079866,1.4008946,103.8887295,135079866,,,,POINT (103.8887295 1.4008946)
135079885,1.3734602,103.9364642,135079885,,,,POINT (103.9364642 1.3734602)
135079902,1.4006064,103.8907603,135079902,,,,POINT (103.8907603 1.4006064)
135079961,1.3713821,103.9403083,135079961,,,,POINT (103.9403083 1.3713821)
135079990,1.4012173,103.8793944,135079990,,,,POINT (103.8793944 1.4012173)
135080024,1.3733078,103.9367453,135080024,,,,POINT (103.9367453 1.3733078)
135080046,1.3702583,103.94178,135080046,,,,POINT (103.94178 1.3702583)
135080075,1.4012332,103.8813592,135080075,,,,POINT (103.8813592 1.4012332)
135080109,1.3708321,103.9410444,135080109,motorway_junction,4,,POINT (103.9410444 1.3708321)
135080136,1.4012793,103.8830305,135080136,,,,POINT (103.8830305 1.4012793)
135080271,1.3779036,103.9254981,135080271,,,,POINT (103.9254981 1.3779036)
135080317,1.3999897,103.8572001,135080317,,,,POINT (103.8572001 1.3999897)
135080338,1.3485086,103.9655636,135080338,,,,POINT (103.9655636 1.3485086)
135080359,1.3775292,103.9270692,135080359,,,,POINT (103.9270692 1.3775292)
135080378,1.3479686,103.96599,135080378,,,,POINT (103.96599 1.3479686)
135080409,1.3983957,103.8547958,135080409,,,,POINT (103.8547958 1.3983957)
135080428,1.3475451,103.9663419,135080428,,,,POINT (103.9663419 1.3475451)
135080449,1.3766222,103.9298126,135080449,,,,POINT (103.9298126 1.3766222)
135080472,1.3992939,103.8558686,135080472,,,,POINT (103.8558686 1.3992939)
135080540,1.4007432,103.8623712,135080540,,,,POINT (103.8623712 1.4007432)
135080563,1.380646,103.9191613,135080563,,,,POINT (103.9191613 1.380646)
135080596,1.3509747,103.9646482,135080596,,,,POINT (103.9646482 1.3509747)
135080686,1.3799206,103.9201725,135080686,,,,POINT (103.9201725 1.3799206)
135080706,1.3496407,103.9650118,135080706,,,,POINT (103.9650118 1.3496407)
135080726,1.3795144,103.9207979,135080726,motorway_junction,6,,POINT (103.9207979 1.3795144)
135080797,1.3517994,103.9644033,135080797,,,,POINT (103.9644033 1.3517994)
135080825,1.4007382,103.8610434,135080825,,,,POINT (103.8610434 1.4007382)
135080850,1.3782818,103.9239857,135080850,,,,POINT (103.9239857 1.3782818)
135080885,1.4005748,103.8590116,135080885,,,,POINT (103.8590116 1.4005748)
135080960,1.39637,103.8516949,135080960,,,,POINT (103.8516949 1.39637)
135081038,1.3962903,103.8502126,135081038,,,,POINT (103.8502126 1.3962903)
137301866,1.3510626,103.857545,137301866,,,,POINT (103.857545 1.3510626)
137301895,1.3525265,103.8571135,137301895,motorway_junction,11,,POINT (103.8571135 1.3525265)
137301931,1.3565445,103.8568925,137301931,,,,POINT (103.8568925 1.3565445)
137301956,1.3180493,103.8501455,137301956,motorway_junction,7A,,POINT (103.8501455 1.3180493)
137302152,1.3584361,103.8574177,137302152,,,,POINT (103.8574177 1.3584361)
137302184,1.3209643,103.8555157,137302184,,,,POINT (103.8555157 1.3209643)
137302212,1.3604112,103.8581557,137302212,,,,POINT (103.8581557 1.3604112)
137302258,1.3217662,103.8563297,137302258,,,,POINT (103.8563297 1.3217662)
137302307,1.3571747,103.857027,137302307,,,,POINT (103.857027 1.3571747)
137302437,1.3244916,103.8588321,137302437,,,,POINT (103.8588321 1.3244916)
137302480,1.3628336,103.8590157,137302480,,,,POINT (103.8590157 1.3628336)
137302530,1.3262684,103.8607637,137302530,,,,POINT (103.8607637 1.3262684)
137302612,1.3272566,103.8615257,137302612,,,,POINT (103.8615257 1.3272566)
137302641,1.3298169,103.862274,137302641,motorway_junction,8B,,POINT (103.862274 1.3298169)
137302700,1.3279507,103.861864,137302700,,,,POINT (103.861864 1.3279507)
137302758,1.3322225,103.8622416,137302758,,,,POINT (103.8622416 1.3322225)
137302917,1.3355354,103.8621049,137302917,motorway_junction,10,,POINT (103.8621049 1.3355354)
137302972,1.3344416,103.8621228,137302972,,,,POINT (103.8621228 1.3344416)
137302998,1.3402775,103.8614324,137302998,,,,POINT (103.8614324 1.3402775)
137303151,1.3433573,103.8603506,137303151,,,,POINT (103.8603506 1.3433573)
137303219,1.3422265,103.8607549,137303219,,,,POINT (103.8607549 1.3422265)
137303358,1.3508496,103.8576294,137303358,,,,POINT (103.8576294 1.3508496)
137303372,1.3504831,103.8577647,137303372,,,,POINT (103.8577647 1.3504831)
137303505,1.316543,103.8472366,137303505,,,,POINT (103.8472366 1.316543)
137481580,1.3401095,103.9723253,137481580,,,,POINT (103.9723253 1.3401095)
137481581,1.3407414,103.9713226,137481581,,,,POINT (103.9713226 1.3407414)
137481582,1.3422465,103.9699403,137481582,,,,POINT (103.9699403 1.3422465)
137481583,1.3451653,103.9680759,137481583,motorway_junction,2,,POINT (103.9680759 1.3451653)
137481585,1.3457165,103.9677495,137481585,,,,POINT (103.9677495 1.3457165)
137481586,1.3476329,103.9664493,137481586,,,,POINT (103.9664493 1.3476329)
137481589,1.3491236,103.9648958,137481589,,,,POINT (103.9648958 1.3491236)
137481591,1.3499261,103.9634839,137481591,,,,POINT (103.9634839 1.3499261)
137481592,1.3504274,103.9617629,137481592,,,,POINT (103.9617629 1.3504274)
137481595,1.3505483,103.960498,137481595,,,,POINT (103.960498 1.3505483)
137481599,1.3504944,103.9595136,137481599,,,,POINT (103.9595136 1.3504944)
137481605,1.3502068,103.9583062,137481605,,,,POINT (103.9583062 1.3502068)
137481609,1.3499592,103.9575751,137481609,,,,POINT (103.9575751 1.3499592)
137481612,1.349865,103.9573196,137481612,,,,POINT (103.9573196 1.349865)
137481613,1.3496767,103.9569151,137481613,,,,POINT (103.9569151 1.3496767)
137481615,1.3493928,103.9564239,137481615,,,,POINT (103.9564239 1.3493928)
137481616,1.3477932,103.9544325,137481616,,,,POINT (103.9544325 1.3477932)
137481619,1.3466549,103.9530867,137481619,,,,POINT (103.9530867 1.3466549)
137481620,1.3456261,103.9518881,137481620,,,,POINT (103.9518881 1.3456261)
137481621,1.343593,103.9495257,137481621,motorway_junction,4B,,POINT (103.9495257 1.343593)
139655079,1.3258521,103.8315759,139655079,,,,POINT (103.8315759 1.3258521)
139655107,1.3259568,103.8313598,139655107,,,,POINT (103.8313598 1.3259568)
139693679,1.3397521,103.9735337,139693679,,,,POINT (103.9735337 1.3397521)
139693707,1.3445261,103.9686521,139693707,,,,POINT (103.9686521 1.3445261)
139693779,1.3423128,103.9700971,139693779,,,,POINT (103.9700971 1.3423128)
139694542,1.3507708,103.9610803,139694542,motorway_junction,2,,POINT (103.9610803 1.3507708)
139694572,1.3506005,103.9619037,139694572,,,,POINT (103.9619037 1.3506005)
139694799,1.3488982,103.9654264,139694799,,,,POINT (103.9654264 1.3488982)
139694842,1.349562,103.9644135,139694842,,,,POINT (103.9644135 1.349562)
139694888,1.3501819,103.9631906,139694888,,,,POINT (103.9631906 1.3501819)
139694970,1.3457337,103.9678689,139694970,,,,POINT (103.9678689 1.3457337)
139695040,1.3477134,103.9665547,139695040,,,,POINT (103.9665547 1.3477134)
139695533,1.3263746,103.8310324,139695533,,,,POINT (103.8310324 1.3263746)
139700120,1.3505242,103.9583832,139700120,,,,POINT (103.9583832 1.3505242)
139700528,1.3495159,103.9563341,139700528,,,,POINT (103.9563341 1.3495159)
139700573,1.3500017,103.9572421,139700573,,,,POINT (103.9572421 1.3500017)
139701081,1.349817,103.9568791,139701081,,,,POINT (103.9568791 1.349817)
139701098,1.3467801,103.9530459,139701098,,,,POINT (103.9530459 1.3467801)
139702845,1.3457821,103.9518782,139702845,,,,POINT (103.9518782 1.3457821)
139743641,1.3384805,103.9760811,139743641,,,,POINT (103.9760811 1.3384805)
139743781,1.3367046,103.980923,139743781,,,,POINT (103.980923 1.3367046)
139743799,1.3370375,103.9813742,139743799,,,,POINT (103.9813742 1.3370375)
139743828,1.3374059,103.9815494,139743828,,,,POINT (103.9815494 1.3374059)
139743858,1.3378082,103.9815037,139743858,,,,POINT (103.9815037 1.3378082)
139743885,1.3381823,103.9812051,139743885,,,,POINT (103.9812051 1.3381823)
139743909,1.3383891,103.981089,139743909,,,,POINT (103.981089 1.3383891)
139743938,1.3387352,103.9810345,139743938,,,,POINT (103.9810345 1.3387352)
139743964,1.34081,103.9816968,139743964,motorway_junction,1,,POINT (103.9816968 1.34081)
148981867,1.3964187,103.8481724,148981867,,,,POINT (103.8481724 1.3964187)
148981906,1.3964966,103.8466464,148981906,,,,POINT (103.8466464 1.3964966)
148981911,1.3965124,103.8454794,148981911,,,,POINT (103.8454794 1.3965124)
148981917,1.3964631,103.8443778,148981917,,,,POINT (103.8443778 1.3964631)
148981921,1.3963676,103.8432771,148981921,,,,POINT (103.8432771 1.3963676)
148981926,1.3962836,103.8425274,148981926,,,,POINT (103.8425274 1.3962836)
148981932,1.3961479,103.8417778,148981932,,,,POINT (103.8417778 1.3961479)
148981936,1.3958174,103.8402249,148981936,,,,POINT (103.8402249 1.3958174)
148981941,1.3957317,103.8398896,148981941,,,,POINT (103.8398896 1.3957317)
148981947,1.3954127,103.8387061,148981947,,,,POINT (103.8387061 1.3954127)
148981958,1.3950177,103.837097,148981958,motorway_junction,3,,POINT (103.837097 1.3950177)
148981962,1.3947137,103.8358501,148981962,,,,POINT (103.8358501 1.3947137)
148981992,1.3936906,103.8317813,148981992,,,,POINT (103.8317813 1.3936906)
148982010,1.3934466,103.8309532,148982010,,,,POINT (103.8309532 1.3934466)
148982021,1.3929805,103.8286453,148982021,,,,POINT (103.8286453 1.3929805)
148982027,1.3928989,103.827894,148982027,,,,POINT (103.827894 1.3928989)
148982031,1.3928536,103.8249998,148982031,,,,POINT (103.8249998 1.3928536)
148982039,1.3929001,103.8246161,148982039,,,,POINT (103.8246161 1.3929001)
148982058,1.3929352,103.824278,148982058,,,,POINT (103.824278 1.3929352)
148982070,1.3930007,103.823767,148982070,,,,POINT (103.823767 1.3930007)
148982088,1.3933537,103.8219531,148982088,,,,POINT (103.8219531 1.3933537)
148982100,1.3934918,103.821447,148982100,,,,POINT (103.821447 1.3934918)
148982111,1.3939352,103.8199334,148982111,,,,POINT (103.8199334 1.3939352)
148982120,1.3942152,103.8189774,148982120,,,,POINT (103.8189774 1.3942152)
148982124,1.3944778,103.8180905,148982124,,,,POINT (103.8180905 1.3944778)
148982129,1.3945906,103.8176819,148982129,,,,POINT (103.8176819 1.3945906)
148982135,1.3950564,103.8162876,148982135,,,,POINT (103.8162876 1.3950564)
148982141,1.3952808,103.8158901,148982141,,,,POINT (103.8158901 1.3952808)
148982145,1.3961071,103.8148777,148982145,,,,POINT (103.8148777 1.3961071)
148982150,1.3964561,103.8145858,148982150,,,,POINT (103.8145858 1.3964561)
148982155,1.3970468,103.8141871,148982155,,,,POINT (103.8141871 1.3970468)
148982160,1.3977072,103.8138523,148982160,,,,POINT (103.8138523 1.3977072)
148982164,1.3986663,103.813524,148982164,,,,POINT (103.813524 1.3986663)
148982169,1.3997252,103.8131508,148982169,,,,POINT (103.8131508 1.3997252)
148982174,1.4005361,103.8128228,148982174,,,,POINT (103.8128228 1.4005361)
148982180,1.4014454,103.8123893,148982180,,,,POINT (103.8123893 1.4014454)
148982184,1.4023572,103.8118808,148982184,,,,POINT (103.8118808 1.4023572)
148982190,1.4032525,103.8113314,148982190,,,,POINT (103.8113314 1.4032525)
148982194,1.4040191,103.8108357,148982194,,,,POINT (103.8108357 1.4040191)
148982199,1.4045942,103.8103833,148982199,,,,POINT (103.8103833 1.4045942)
148982204,1.4052857,103.8097953,148982204,,,,POINT (103.8097953 1.4052857)
148982209,1.4069529,103.8086643,148982209,,,,POINT (103.8086643 1.4069529)
148982213,1.4071265,103.8085684,148982213,,,,POINT (103.8085684 1.4071265)
148982219,1.4087209,103.807876,148982219,,,,POINT (103.807876 1.4087209)
148990712,1.4123359,103.806486,148990712,,,,POINT (103.806486 1.4123359)
148990721,1.4148491,103.8052294,148990721,,,,POINT (103.8052294 1.4148491)
148990731,1.4155532,103.8046295,148990731,,,,POINT (103.8046295 1.4155532)
148990743,1.4167105,103.8033118,148990743,motorway_junction,8A,,POINT (103.8033118 1.4167105)
148990750,1.417532,103.8023789,148990750,,,,POINT (103.8023789 1.417532)
148990758,1.4190248,103.8005608,148990758,,,,POINT (103.8005608 1.4190248)
148990763,1.4202802,103.7988181,148990763,,,,POINT (103.7988181 1.4202802)
148990790,1.4217169,103.7963782,148990790,,,,POINT (103.7963782 1.4217169)
148990795,1.4227435,103.7944662,148990795,,,,POINT (103.7944662 1.4227435)
148990915,1.4095075,103.8075708,148990915,,,,POINT (103.8075708 1.4095075)
148992573,1.3965944,103.8487816,148992573,,,,POINT (103.8487816 1.3965944)
148992584,1.3933348,103.8229066,148992584,,,,POINT (103.8229066 1.3933348)
148992587,1.4070169,103.8088144,148992587,,,,POINT (103.8088144 1.4070169)
148992593,1.3966821,103.8454845,148992593,,,,POINT (103.8454845 1.3966821)
148992599,1.3959076,103.8398188,148992599,,,,POINT (103.8398188 1.3959076)
148992604,1.4156821,103.8047634,148992604,,,,POINT (103.8047634 1.4156821)
148992614,1.3943702,103.8189813,148992614,,,,POINT (103.8189813 1.3943702)
148992634,1.3965383,103.8146942,148992634,,,,POINT (103.8146942 1.3965383)
148992638,1.4015254,103.8125097,148992638,,,,POINT (103.8125097 1.4015254)
148992646,1.420228,103.7991895,148992646,,,,POINT (103.7991895 1.420228)
148992650,1.3931458,103.8281032,148992650,,,,POINT (103.8281032 1.3931458)
148992655,1.3959886,103.8401609,148992655,,,,POINT (103.8401609 1.3959886)
148992668,1.3960995,103.8150974,148992668,,,,POINT (103.8150974 1.3960995)
148992674,1.4109925,103.8072036,148992674,,,,POINT (103.8072036 1.4109925)
148992679,1.4073419,103.8086378,148992679,,,,POINT (103.8086378 1.4073419)
148992686,1.3931177,103.8247166,148992686,,,,POINT (103.8247166 1.3931177)
148992690,1.4095354,103.807748,148992690,,,,POINT (103.807748 1.4095354)
148992702,1.4228675,103.7945433,148992702,,,,POINT (103.7945433 1.4228675)
148992728,1.3946164,103.8181027,148992728,,,,POINT (103.8181027 1.3946164)
148992748,1.3934894,103.8303023,148992748,motorway_junction,3,,POINT (103.8303023 1.3934894)
148992754,1.4217391,103.7966428,148992754,,,,POINT (103.7966428 1.4217391)
148992770,1.4033305,103.8114578,148992770,,,,POINT (103.8114578 1.4033305)
148992773,1.3937482,103.8313378,148992773,,,,POINT (103.8313378 1.3937482)
148992778,1.4085313,103.8081385,148992778,,,,POINT (103.8081385 1.4085313)
148992835,1.4151903,103.8052074,148992835,motorway_junction,8B,,POINT (103.8052074 1.4151903)
148992840,1.3966499,103.8443843,148992840,,,,POINT (103.8443843 1.3966499)
148992855,1.3935843,103.8307448,148992855,,,,POINT (103.8307448 1.3935843)
148992884,1.4123824,103.8066651,148992884,,,,POINT (103.8066651 1.4123824)
148992889,1.4190462,103.8008221,148992889,,,,POINT (103.8008221 1.4190462)
148992894,1.3970999,103.8143168,148992894,,,,POINT (103.8143168 1.3970999)
148992900,1.4024471,103.8119992,148992900,,,,POINT (103.8119992 1.4024471)
148992906,1.3956762,103.8388209,148992906,,,,POINT (103.8388209 1.3956762)
148992912,1.3987291,103.8136614,148992912,,,,POINT (103.8136614 1.3987291)
148992915,1.396633,103.8475867,148992915,,,,POINT (103.8475867 1.396633)
148992926,1.4047753,103.8103927,148992926,,,,POINT (103.8103927 1.4047753)
148992943,1.3964647,103.8425368,148992943,,,,POINT (103.8425368 1.3964647)
148992946,1.3952801,103.8372365,148992946,,,,POINT (103.8372365 1.3952801)
148992957,1.4042002,103.8108451,148992957,,,,POINT (103.8108451 1.4042002)
148992963,1.3965487,103.8432865,148992963,,,,POINT (103.8432865 1.3965487)
148992972,1.3977526,103.8140034,148992972,,,,POINT (103.8140034 1.3977526)
148992977,1.4177147,103.8023968,148992977,,,,POINT (103.8023968 1.4177147)
148992984,1.3951339,103.8366288,148992984,,,,POINT (103.8366288 1.3951339)
148992989,1.3940765,103.8199415,148992989,,,,POINT (103.8199415 1.3940765)
148992996,1.3954889,103.8159239,148992996,motorway_junction,5,,POINT (103.8159239 1.3954889)
148993010,1.3966567,103.8469612,148993010,,,,POINT (103.8469612 1.3966567)
148993031,1.3938371,103.8317275,148993031,,,,POINT (103.8317275 1.3938371)
148993050,1.396329,103.8417872,148993050,,,,POINT (103.8417872 1.396329)
148993054,1.3930464,103.8258272,148993054,,,,POINT (103.8258272 1.3930464)
148993059,1.4005295,103.8129962,148993059,,,,POINT (103.8129962 1.4005295)
148993069,1.3947374,103.8177064,148993069,,,,POINT (103.8177064 1.3947374)
148993073,1.4053542,103.8099013,148993073,,,,POINT (103.8099013 1.4053542)
148993078,1.4166085,103.8037256,148993078,,,,POINT (103.8037256 1.4166085)
148993084,1.3952025,103.816378,148993084,,,,POINT (103.816378 1.3952025)
148993089,1.393629,103.8214564,148993089,,,,POINT (103.8214564 1.393629)
