,y,x,osmid,ref,highway,geometry
2274883483,1.4040333,103.89684,2274883483,,,POINT (103.89684 1.4040333)
2274883885,1.4046083,103.8971664,2274883885,,,POINT (103.8971664 1.4046083)
2274883889,1.4046449,103.8969897,2274883889,,,POINT (103.8969897 1.4046449)
2274883978,1.4047976,103.907075,2274883978,,,POINT (103.907075 1.4047976)
2274884131,1.4055871,103.9074815,2274884131,,,POINT (103.9074815 1.4055871)
2274884191,1.4055722,103.9079736,2274884191,,,POINT (103.9079736 1.4055722)
2274884297,1.4054585,103.9075586,2274884297,,,POINT (103.9075586 1.4054585)
2274884370,1.4055608,103.9077036,2274884370,,,POINT (103.9077036 1.4055608)
2274884385,1.4055792,103.907892,2274884385,,,POINT (103.907892 1.4055792)
2274884389,1.4055802,103.9077949,2274884389,,,POINT (103.9077949 1.4055802)
2274884482,1.4057721,103.9074692,2274884482,,,POINT (103.9074692 1.4057721)
2274884501,1.4057384,103.9080643,2274884501,,,POINT (103.9080643 1.4057384)
2274884546,1.4058657,103.9074439,2274884546,,,POINT (103.9074439 1.4058657)
2274884567,1.4058606,103.9079881,2274884567,,,POINT (103.9079881 1.4058606)
2274884588,1.4059908,103.9079528,2274884588,,,POINT (103.9079528 1.4059908)
2274884589,1.4059282,103.907413,2274884589,,,POINT (103.907413 1.4059282)
2274884591,1.4059675,103.9009087,2274884591,,traffic_signals,POINT (103.9009087 1.4059675)
2274884613,1.4060506,103.9073345,2274884613,,,POINT (103.9073345 1.4060506)
2274884651,1.4061989,103.9076831,2274884651,,,POINT (103.9076831 1.4061989)
2274884656,1.4061919,103.907589,2274884656,,,POINT (103.907589 1.4061919)
2274884660,1.406224,103.9077526,2274884660,,,POINT (103.9077526 1.406224)
2274884670,1.4062569,103.9078678,2274884670,,,POINT (103.9078678 1.4062569)
2274884721,1.4062428,103.9073543,2274884721,,,POINT (103.9073543 1.4062428)
2274884735,1.4061377,103.9079439,2274884735,,,POINT (103.9079439 1.4061377)
2274884742,1.4065203,103.906618,2274884742,,,POINT (103.906618 1.4065203)
2274884755,1.4066316,103.9067682,2274884755,,,POINT (103.9067682 1.4066316)
2274884761,1.4070332,103.905242,2274884761,,,POINT (103.905242 1.4070332)
2274884765,1.4070061,103.9057551,2274884765,,,POINT (103.9057551 1.4070061)
2274884781,1.4070169,103.9054268,2274884781,,,POINT (103.9054268 1.4070169)
2274884783,1.407039,103.9055146,2274884783,,,POINT (103.9055146 1.407039)
2274884784,1.4070234,103.9056079,2274884784,,,POINT (103.9056079 1.4070234)
2274884785,1.4071101,103.9052071,2274884785,,,POINT (103.9052071 1.4071101)
2274884789,1.4071493,103.9058431,2274884789,,,POINT (103.9058431 1.4071493)
2274884790,1.407164,103.9051892,2274884790,,,POINT (103.9051892 1.407164)
2274884797,1.4073569,103.9050972,2274884797,,,POINT (103.9050972 1.4073569)
2274884798,1.4073728,103.8981184,2274884798,,,POINT (103.8981184 1.4073728)
2274884799,1.4073009,103.9056719,2274884799,,,POINT (103.9056719 1.4073009)
2274884803,1.4074595,103.8979442,2274884803,,,POINT (103.8979442 1.4074595)
2274884806,1.4074059,103.9056243,2274884806,,,POINT (103.9056243 1.4074059)
2274884808,1.4074986,103.9052409,2274884808,,,POINT (103.9052409 1.4074986)
2274884809,1.4075208,103.9053155,2274884809,,,POINT (103.9053155 1.4075208)
2274884814,1.4075499,103.9053894,2274884814,,,POINT (103.9053894 1.4075499)
2274884815,1.4074831,103.905129,2274884815,,,POINT (103.905129 1.4074831)
2274884818,1.4076498,103.9055053,2274884818,,,POINT (103.9055053 1.4076498)
2274884823,1.4076454,103.9056165,2274884823,,,POINT (103.9056165 1.4076454)
2274884834,1.4089163,103.9020415,2274884834,,,POINT (103.9020415 1.4089163)
2274884843,1.4090647,103.9020266,2274884843,,,POINT (103.9020266 1.4090647)
2274884847,1.4092098,103.9019801,2274884847,,,POINT (103.9019801 1.4092098)
2274884849,1.4093231,103.9019195,2274884849,,,POINT (103.9019195 1.4093231)
2274884853,1.4094647,103.9020159,2274884853,,,POINT (103.9020159 1.4094647)
2274884854,1.4094819,103.9021761,2274884854,,,POINT (103.9021761 1.4094819)
2274884855,1.4095948,103.9023363,2274884855,,,POINT (103.9023363 1.4095948)
2274884856,1.409472,103.901895,2274884856,,,POINT (103.901895 1.409472)
2383954067,1.4162118,103.8939579,2383954067,,traffic_signals,POINT (103.8939579 1.4162118)
2383954069,1.4160885,103.8938023,2383954069,,,POINT (103.8938023 1.4160885)
2383954071,1.4158208,103.89353,2383954071,,,POINT (103.89353 1.4158208)
2383954074,1.415538,103.8933197,2383954074,,,POINT (103.8933197 1.415538)
2383954076,1.4152596,103.8931863,2383954076,,,POINT (103.8931863 1.4152596)
2383954086,1.4163018,103.8940975,2383954086,,traffic_signals,POINT (103.8940975 1.4163018)
2383954088,1.4163803,103.8939969,2383954088,,traffic_signals,POINT (103.8939969 1.4163803)
2383954090,1.4162881,103.8938642,2383954090,,traffic_signals,POINT (103.8938642 1.4162881)
2383954092,1.4161664,103.8937065,2383954092,,,POINT (103.8937065 1.4161664)
2383954094,1.4159254,103.8934436,2383954094,,,POINT (103.8934436 1.4159254)
2383954096,1.415815,103.8933516,2383954096,,,POINT (103.8933516 1.415815)
2383954098,1.4154592,103.8931251,2383954098,,,POINT (103.8931251 1.4154592)
2383954099,1.4139236,103.8926516,2383954099,,,POINT (103.8926516 1.4139236)
2383954101,1.4136389,103.8925636,2383954101,,,POINT (103.8925636 1.4136389)
2383954103,1.4132913,103.8924547,2383954103,,,POINT (103.8924547 1.4132913)
2391355017,1.4126611,103.8923877,2391355017,,,POINT (103.8923877 1.4126611)
2391355023,1.4122967,103.8922055,2391355023,,,POINT (103.8922055 1.4122967)
2391355026,1.4121167,103.8920924,2391355026,,,POINT (103.8920924 1.4121167)
2391355029,1.4119337,103.8919628,2391355029,,,POINT (103.8919628 1.4119337)
2391355036,1.4115969,103.8916001,2391355036,,,POINT (103.8916001 1.4115969)
2391355115,1.4110238,103.8904402,2391355115,,,POINT (103.8904402 1.4110238)
2391355117,1.4116491,103.8914048,2391355117,,,POINT (103.8914048 1.4116491)
2391355119,1.4117835,103.8915919,2391355119,,,POINT (103.8915919 1.4117835)
2391355121,1.4119471,103.8917906,2391355121,,,POINT (103.8917906 1.4119471)
2391355122,1.4121692,103.8919836,2391355122,,,POINT (103.8919836 1.4121692)
2391355123,1.4123504,103.8920888,2391355123,,,POINT (103.8920888 1.4123504)
2391355124,1.4127031,103.8922636,2391355124,,,POINT (103.8922636 1.4127031)
2398078763,1.4208162,103.9084366,2398078763,,,POINT (103.9084366 1.4208162)
2398078764,1.4199814,103.9082276,2398078764,,,POINT (103.9082276 1.4199814)
2398078765,1.4184465,103.9082862,2398078765,,,POINT (103.9082862 1.4184465)
2398078766,1.416129,103.905987,2398078766,,,POINT (103.905987 1.416129)
2398078767,1.4149863,103.9037679,2398078767,,,POINT (103.9037679 1.4149863)
2398078768,1.4154012,103.9032974,2398078768,,turning_loop,POINT (103.9032974 1.4154012)
2398078769,1.4142774,103.9031088,2398078769,,,POINT (103.9031088 1.4142774)
2696102366,1.4064497,103.9129,2696102366,,,POINT (103.9129 1.4064497)
2696102367,1.4063729,103.9130075,2696102367,,,POINT (103.9130075 1.4063729)
2708142304,1.3966654,103.89237,2708142304,,,POINT (103.89237 1.3966654)
2959764634,1.3882515,103.9038371,2959764634,,,POINT (103.9038371 1.3882515)
2959764635,1.3883727,103.9036309,2959764635,,,POINT (103.9036309 1.3883727)
3035715033,1.419571,103.9085433,3035715033,,,POINT (103.9085433 1.419571)
3035715036,1.4186569,103.9093294,3035715036,,,POINT (103.9093294 1.4186569)
3035715043,1.4186735,103.9093908,3035715043,,,POINT (103.9093908 1.4186735)
3048521675,1.4066819,103.9051579,3048521675,,,POINT (103.9051579 1.4066819)
3048530804,1.4050285,103.9071906,3048530804,,,POINT (103.9071906 1.4050285)
3048533027,1.4064101,103.9050061,3048533027,,,POINT (103.9050061 1.4064101)
3048570512,1.4063863,103.9068487,3048570512,,,POINT (103.9068487 1.4063863)
3048764633,1.3972153,103.9122452,3048764633,,,POINT (103.9122452 1.3972153)
3048764638,1.397295,103.9123004,3048764638,,,POINT (103.9123004 1.397295)
3049051305,1.4062736,103.9070096,3049051305,,,POINT (103.9070096 1.4062736)
3049052035,1.4063219,103.9069345,3049052035,,,POINT (103.9069345 1.4063219)
3057389633,1.3962846,103.9175141,3057389633,,,POINT (103.9175141 1.3962846)
3058313330,1.4061901,103.9076327,3058313330,,crossing,POINT (103.9076327 1.4061901)
3058336928,1.4100658,103.9052272,3058336928,,crossing,POINT (103.9052272 1.4100658)
3063308595,1.3908254,103.894409,3063308595,,,POINT (103.894409 1.3908254)
3063308603,1.3908303,103.9017708,3063308603,,,POINT (103.9017708 1.3908303)
3063308874,1.3906092,103.9016569,3063308874,,,POINT (103.9016569 1.3906092)
3063310105,1.3887132,103.902593,3063310105,,,POINT (103.902593 1.3887132)
3063311296,1.3905793,103.9015424,3063311296,,,POINT (103.9015424 1.3905793)
3063311303,1.3904766,103.8963366,3063311303,,,POINT (103.8963366 1.3904766)
3063311472,1.3902392,103.896463,3063311472,,,POINT (103.896463 1.3902392)
3063311502,1.3903062,103.8959067,3063311502,,,POINT (103.8959067 1.3903062)
3063311503,1.3903789,103.8962299,3063311503,,,POINT (103.8962299 1.3903789)
3063311560,1.390069,103.8965883,3063311560,,,POINT (103.8965883 1.390069)
3063311606,1.3901422,103.8965174,3063311606,,,POINT (103.8965174 1.3901422)
3063311675,1.3903208,103.8960043,3063311675,,,POINT (103.8960043 1.3903208)
3063311684,1.3903348,103.8961189,3063311684,,,POINT (103.8961189 1.3903348)
3063311693,1.3903502,103.8964373,3063311693,,,POINT (103.8964373 1.3903502)
3063311804,1.3904178,103.896277,3063311804,,,POINT (103.896277 1.3904178)
3063311912,1.3904927,103.8964406,3063311912,,,POINT (103.8964406 1.3904927)
3063312066,1.3907562,103.9017153,3063312066,,,POINT (103.9017153 1.3907562)
3063312093,1.390727,103.9030975,3063312093,,,POINT (103.9030975 1.390727)
3063312252,1.3910769,103.8939813,3063312252,,,POINT (103.8939813 1.3910769)
3063312255,1.3910841,103.8930882,3063312255,,crossing,POINT (103.8930882 1.3910841)
3063312263,1.3911049,103.8942619,3063312263,,,POINT (103.8942619 1.3911049)
3063312269,1.3910934,103.9010239,3063312269,,,POINT (103.9010239 1.3910934)
3063312278,1.3911526,103.9012152,3063312278,,,POINT (103.9012152 1.3911526)
3063312279,1.3911339,103.9017012,3063312279,,,POINT (103.9017012 1.3911339)
3063312295,1.3911282,103.894069,3063312295,,,POINT (103.894069 1.3911282)
3063312303,1.3911986,103.9012944,3063312303,,,POINT (103.9012944 1.3911986)
3063312306,1.3912017,103.8941392,3063312306,,,POINT (103.8941392 1.3912017)
3063312313,1.3912072,103.8933002,3063312313,,,POINT (103.8933002 1.3912072)
3063312322,1.3912284,103.9015849,3063312322,,,POINT (103.9015849 1.3912284)
3063312485,1.3907493,103.9014375,3063312485,,,POINT (103.9014375 1.3907493)
3063312531,1.390826,103.9013754,3063312531,,,POINT (103.9013754 1.390826)
3063312586,1.391102,103.9007865,3063312586,,,POINT (103.9007865 1.391102)
3063312599,1.3911129,103.8931711,3063312599,,,POINT (103.8931711 1.3911129)
3063312611,1.3912123,103.8999054,3063312611,,,POINT (103.8999054 1.3912123)
3063312748,1.3909051,103.9018384,3063312748,,,POINT (103.9018384 1.3909051)
3063312773,1.3909173,103.8929037,3063312773,,,POINT (103.8929037 1.3909173)
3063312777,1.3909022,103.8943463,3063312777,,,POINT (103.8943463 1.3909022)
3063312817,1.3908961,103.9012857,3063312817,,,POINT (103.9012857 1.3908961)
3063312951,1.3909889,103.8942984,3063312951,,,POINT (103.8942984 1.3909889)
3063312955,1.3909822,103.9011263,3063312955,,,POINT (103.9011263 1.3909822)
3063312972,1.3909996,103.8929964,3063312972,,,POINT (103.8929964 1.3909996)
3063312977,1.391004,103.9005558,3063312977,,,POINT (103.9005558 1.391004)
3063312994,1.3910495,103.893758,3063312994,,,POINT (103.893758 1.3910495)
3063312998,1.3910639,103.9018202,3063312998,,,POINT (103.9018202 1.3910639)
3063312999,1.3910509,103.8938713,3063312999,,,POINT (103.8938713 1.3910509)
3063313126,1.3914299,103.8931773,3063313126,,,POINT (103.8931773 1.3914299)
3063313133,1.3910686,103.9000508,3063313133,,,POINT (103.9000508 1.3910686)
3063313160,1.3911164,103.8932835,3063313160,,,POINT (103.8932835 1.3911164)
3063313183,1.3911799,103.8996553,3063313183,,,POINT (103.8996553 1.3911799)
3063313201,1.3912334,103.9010062,3063313201,,,POINT (103.9010062 1.3912334)
3063313215,1.3912459,103.9002786,3063313215,,,POINT (103.9002786 1.3912459)
3063313260,1.3914132,103.9031673,3063313260,,,POINT (103.9031673 1.3914132)
3063313294,1.3916117,103.8980563,3063313294,,,POINT (103.8980563 1.3916117)
3063313299,1.3916144,103.8931373,3063313299,,,POINT (103.8931373 1.3916144)
3063313343,1.3912261,103.8942517,3063313343,,,POINT (103.8942517 1.3912261)
3063313410,1.3913584,103.9013847,3063313410,,,POINT (103.9013847 1.3913584)
3063313529,1.3915302,103.8979422,3063313529,,,POINT (103.8979422 1.3915302)
3063313536,1.391266,103.9013475,3063313536,,,POINT (103.9013475 1.391266)
3063313539,1.3912751,103.8932449,3063313539,,,POINT (103.8932449 1.3912751)
3063313543,1.3912782,103.8996657,3063313543,,,POINT (103.8996657 1.3912782)
3063313544,1.3913614,103.9014772,3063313544,,,POINT (103.9014772 1.3913614)
3063313550,1.3913343,103.8932075,3063313550,,,POINT (103.8932075 1.3913343)
3063313589,1.3914,103.903612,3063313589,,,POINT (103.903612 1.3914)
3063313593,1.3914277,103.8977931,3063313593,,,POINT (103.8977931 1.3914277)
3063313817,1.3938454,103.9013544,3063313817,,,POINT (103.9013544 1.3938454)
3063314029,1.3915605,103.8977989,3063314029,,,POINT (103.8977989 1.3915605)
3063314608,1.3917592,103.8983144,3063314608,,,POINT (103.8983144 1.3917592)
3063314672,1.3919566,103.903671,3063314672,,,POINT (103.903671 1.3919566)
3063314687,1.3919733,103.9031951,3063314687,,,POINT (103.9031951 1.3919733)
3063314748,1.3916934,103.8977818,3063314748,,,POINT (103.8977818 1.3916934)
3063314796,1.3918796,103.9002845,3063314796,,,POINT (103.9002845 1.3918796)
3063314818,1.3919142,103.8981758,3063314818,,,POINT (103.8981758 1.3919142)
3063314827,1.3919,103.8976604,3063314827,,,POINT (103.8976604 1.3919)
3063314840,1.3916544,103.8981941,3063314840,,,POINT (103.8981941 1.3916544)
3063314845,1.3916589,103.8983396,3063314845,,,POINT (103.8983396 1.3916589)
3063314975,1.3919983,103.8976766,3063314975,,,POINT (103.8976766 1.3919983)
3063315270,1.3918288,103.8982405,3063315270,,,POINT (103.8982405 1.3918288)
3063315288,1.3918126,103.8977341,3063315288,,,POINT (103.8977341 1.3918126)
3063315328,1.3918717,103.9008832,3063315328,,,POINT (103.9008832 1.3918717)
3063316040,1.3920312,103.8981526,3063316040,,,POINT (103.8981526 1.3920312)
3063316047,1.3920132,103.8977828,3063316047,,,POINT (103.8977828 1.3920132)
3063316065,1.3920293,103.8978558,3063316065,,,POINT (103.8978558 1.3920293)
3063316092,1.3931077,103.9003353,3063316092,,,POINT (103.9003353 1.3931077)
3063316239,1.3921061,103.8979907,3063316239,,,POINT (103.8979907 1.3921061)
3063316378,1.3921199,103.8981406,3063316378,,,POINT (103.8981406 1.3921199)
3063316379,1.3920599,103.8979312,3063316379,,,POINT (103.8979312 1.3920599)
3063316721,1.392406,103.9032118,3063316721,,,POINT (103.9032118 1.392406)
3063316790,1.3925139,103.9007976,3063316790,,,POINT (103.9007976 1.3925139)
3063316802,1.3925199,103.9003074,3063316802,,,POINT (103.9003074 1.3925199)
3063318803,1.3931504,103.9003511,3063318803,,,POINT (103.9003511 1.3931504)
3063318967,1.3931626,103.9007183,3063318967,,,POINT (103.9007183 1.3931626)
3063318977,1.3931687,103.9003792,3063318977,,,POINT (103.9003792 1.3931687)
3063319097,1.3939097,103.9012254,3063319097,,,POINT (103.9012254 1.3939097)
3063319123,1.3939303,103.9015024,3063319123,,,POINT (103.9015024 1.3939303)
3063320788,1.3940017,103.9018913,3063320788,,,POINT (103.9018913 1.3940017)
3063321057,1.3939928,103.9012156,3063321057,,,POINT (103.9012156 1.3939928)
3063321094,1.3940583,103.9012073,3063321094,,,POINT (103.9012073 1.3940583)
3063321225,1.3937897,103.9022049,3063321225,,,POINT (103.9022049 1.3937897)
3063321290,1.396017,103.8994452,3063321290,,,POINT (103.8994452 1.396017)
3063321300,1.3959994,103.8943182,3063321300,,,POINT (103.8943182 1.3959994)
3063321303,1.3960092,103.8949515,3063321303,,,POINT (103.8949515 1.3960092)
3063321312,1.3960759,103.8942597,3063321312,,,POINT (103.8942597 1.3960759)
3063321329,1.3961292,103.8948626,3063321329,,crossing,POINT (103.8948626 1.3961292)
3063321851,1.3939802,103.9017276,3063321851,,,POINT (103.9017276 1.3939802)
3063322492,1.3942271,103.9010627,3063322492,,,POINT (103.9010627 1.3942271)
3063322522,1.3943343,103.9012444,3063322522,,,POINT (103.9012444 1.3943343)
3063322690,1.3944413,103.9015132,3063322690,,,POINT (103.9015132 1.3944413)
3063323097,1.3941863,103.9017362,3063323097,,,POINT (103.9017362 1.3941863)
3063323990,1.3946193,103.8989189,3063323990,,,POINT (103.8989189 1.3946193)
3063324013,1.3946405,103.8990234,3063324013,,,POINT (103.8990234 1.3946405)
3063324063,1.394342,103.9013274,3063324063,,,POINT (103.9013274 1.394342)
3063324098,1.3943186,103.9017134,3063324098,,,POINT (103.9017134 1.3943186)
3063324108,1.3943457,103.901093,3063324108,,,POINT (103.901093 1.3943457)
3063324114,1.3943779,103.9014042,3063324114,,,POINT (103.9014042 1.3943779)
3063324469,1.3945087,103.9017211,3063324469,,,POINT (103.9017211 1.3945087)
3063324544,1.3949275,103.8994258,3063324544,,,POINT (103.8994258 1.3949275)
3063324588,1.394976,103.8987337,3063324588,,,POINT (103.8987337 1.394976)
3063324595,1.3949967,103.8993055,3063324595,,,POINT (103.8993055 1.3949967)
3063324623,1.3951162,103.8992421,3063324623,,,POINT (103.8992421 1.3951162)
3063324628,1.3951272,103.8989944,3063324628,,,POINT (103.8989944 1.3951272)
3063324749,1.3947516,103.8991713,3063324749,,,POINT (103.8991713 1.3947516)
3063324759,1.3947875,103.8988787,3063324759,,,POINT (103.8988787 1.3947875)
3063324763,1.3947748,103.8992372,3063324763,,,POINT (103.8992372 1.3947748)
3063324776,1.3947905,103.899409,3063324776,,,POINT (103.899409 1.3947905)
3063324822,1.3948711,103.8988427,3063324822,,,POINT (103.8988427 1.3948711)
3063325002,1.3951133,103.8987004,3063325002,,,POINT (103.8987004 1.3951133)
3063325003,1.3951098,103.8988937,3063325003,,,POINT (103.8988937 1.3951098)
3063326155,1.3951665,103.8990596,3063326155,,,POINT (103.8990596 1.3951665)
3063326188,1.3953684,103.8992134,3063326188,,,POINT (103.8992134 1.3953684)
3063326808,1.3958199,103.8944009,3063326808,,,POINT (103.8944009 1.3958199)
3063326914,1.3957157,103.8944025,3063326914,,,POINT (103.8944025 1.3957157)
3063328082,1.3959466,103.8943554,3063328082,,crossing,POINT (103.8943554 1.3959466)
3063328247,1.3961712,103.8994628,3063328247,,,POINT (103.8994628 1.3961712)
3063328268,1.3962508,103.8943944,3063328268,,,POINT (103.8943944 1.3962508)
3063328275,1.3962307,103.8942372,3063328275,,,POINT (103.8942372 1.3962307)
3063328291,1.3962922,103.8944983,3063328291,,crossing,POINT (103.8944983 1.3962922)
3063328297,1.3962487,103.8948346,3063328297,,,POINT (103.8948346 1.3962487)
3063328326,1.3963367,103.8945714,3063328326,,,POINT (103.8945714 1.3963367)
3063328486,1.396485,103.8946975,3063328486,,,POINT (103.8946975 1.396485)
3063328509,1.3965125,103.8948271,3063328509,,,POINT (103.8948271 1.3965125)
3063328579,1.3969339,103.8966303,3063328579,,,POINT (103.8966303 1.3969339)
3063328591,1.3968818,103.8990288,3063328591,,,POINT (103.8990288 1.3968818)
3063328742,1.3967208,103.8992191,3063328742,,,POINT (103.8992191 1.3967208)
3063328789,1.3973693,103.8970352,3063328789,,,POINT (103.8970352 1.3973693)
3063328793,1.3974063,103.8977579,3063328793,,,POINT (103.8977579 1.3974063)
3063328803,1.3974644,103.8973719,3063328803,,,POINT (103.8973719 1.3974644)
3063328873,1.3972039,103.8968191,3063328873,,,POINT (103.8968191 1.3972039)
3063328896,1.397249,103.8931982,3063328896,,,POINT (103.8931982 1.397249)
3089255525,1.4202835,103.8917647,3089255525,,,POINT (103.8917647 1.4202835)
3089255526,1.4171082,103.8934043,3089255526,,,POINT (103.8934043 1.4171082)
3089255527,1.4166414,103.8937354,3089255527,,,POINT (103.8937354 1.4166414)
3089255528,1.415907,103.89481,3089255528,,,POINT (103.89481 1.415907)
3089269529,1.4160145,103.8942834,3089269529,,,POINT (103.8942834 1.4160145)
3089269530,1.4166112,103.893537,3089269530,,,POINT (103.893537 1.4166112)
3089269531,1.4178969,103.8929362,3089269531,,,POINT (103.8929362 1.4178969)
3089269532,1.419597,103.8921945,3089269532,,,POINT (103.8921945 1.419597)
3089269533,1.4201765,103.8916672,3089269533,,,POINT (103.8916672 1.4201765)
3089291533,1.416588,103.8943568,3089291533,,,POINT (103.8943568 1.416588)
3089297465,1.4167073,103.8936787,3089297465,,,POINT (103.8936787 1.4167073)
3089297466,1.4166064,103.8939242,3089297466,,,POINT (103.8939242 1.4166064)
3089297467,1.4165666,103.8941877,3089297467,,,POINT (103.8941877 1.4165666)
3089299556,1.4163457,103.8943786,3089299556,,,POINT (103.8943786 1.4163457)
3089299557,1.4160762,103.8944587,3089299557,,,POINT (103.8944587 1.4160762)
3129179928,1.3999435,103.8965137,3129179928,,,POINT (103.8965137 1.3999435)
3129179929,1.3992628,103.8988241,3129179929,,,POINT (103.8988241 1.3992628)
3129179930,1.3984854,103.9008179,3129179930,,,POINT (103.9008179 1.3984854)
3133450358,1.3895002,103.8981007,3133450358,,,POINT (103.8981007 1.3895002)
3133450359,1.3894557,103.8983996,3133450359,,,POINT (103.8983996 1.3894557)
3133450360,1.3895697,103.8986516,3133450360,,,POINT (103.8986516 1.3895697)
3133450361,1.3899076,103.8988957,3133450361,,,POINT (103.8988957 1.3899076)
3133450362,1.3902199,103.899274,3133450362,,,POINT (103.899274 1.3902199)
3133450363,1.390199,103.8994928,3133450363,,,POINT (103.8994928 1.390199)
3133450364,1.3897862,103.9005252,3133450364,,,POINT (103.9005252 1.3897862)
3133450365,1.3896521,103.9006117,3133450365,,,POINT (103.9006117 1.3896521)
3133450366,1.3892505,103.900615,3133450366,,,POINT (103.900615 1.3892505)
3549215596,1.3950689,103.9021273,3549215596,,,POINT (103.9021273 1.3950689)
3549216428,1.3952039,103.902262,3549216428,,,POINT (103.902262 1.3952039)
3593810028,1.39258,103.9148429,3593810028,,,POINT (103.9148429 1.39258)
3593810029,1.3923697,103.9148139,3593810029,,,POINT (103.9148139 1.3923697)
3593810030,1.392203,103.9148443,3593810030,,,POINT (103.9148443 1.392203)
3593810031,1.3920941,103.9149076,3593810031,,,POINT (103.9149076 1.3920941)
3593810032,1.3919941,103.914858,3593810032,,,POINT (103.914858 1.3919941)
3593810033,1.3920506,103.9147122,3593810033,,,POINT (103.9147122 1.3920506)
3593810034,1.3920364,103.9145537,3593810034,,,POINT (103.9145537 1.3920364)
3593810035,1.3919642,103.9144359,3593810035,,,POINT (103.9144359 1.3919642)
3593813204,1.392685,103.9162156,3593813204,,,POINT (103.9162156 1.392685)
3593817000,1.3916709,103.9154238,3593817000,,,POINT (103.9154238 1.3916709)
3593817001,1.3919403,103.915072,3593817001,,,POINT (103.915072 1.3919403)
3593817002,1.3918496,103.9151064,3593817002,,,POINT (103.9151064 1.3918496)
3593817003,1.3918793,103.9150077,3593817003,,,POINT (103.9150077 1.3918793)
3600770200,1.4003058,103.8966835,3600770200,,,POINT (103.8966835 1.4003058)
3600770201,1.4004388,103.8962338,3600770201,,traffic_signals,POINT (103.8962338 1.4004388)
3600774304,1.3995623,103.8952195,3600774304,,,POINT (103.8952195 1.3995623)
3600774305,1.399315,103.896324,3600774305,,,POINT (103.896324 1.399315)
3600774306,1.399444,103.8957367,3600774306,,traffic_signals,POINT (103.8957367 1.399444)
3600777293,1.4009044,103.896421,3600777293,,,POINT (103.896421 1.4009044)
3600778895,1.4007394,103.8962003,3600778895,,,POINT (103.8962003 1.4007394)
3600779165,1.4007044,103.8960678,3600779165,,,POINT (103.8960678 1.4007044)
3782207684,1.4190461,103.908356,3782207684,,,POINT (103.908356 1.4190461)
3785996114,1.3940979,103.9101441,3785996114,,,POINT (103.9101441 1.3940979)
3786009714,1.3985837,103.9043652,3786009714,,,POINT (103.9043652 1.3985837)
3786009715,1.3988584,103.9046416,3786009715,,,POINT (103.9046416 1.3988584)
3786057736,1.3954326,103.9025148,3786057736,,,POINT (103.9025148 1.3954326)
3786057737,1.3956382,103.9027628,3786057737,,,POINT (103.9027628 1.3956382)
3786057738,1.3953753,103.9026103,3786057738,,,POINT (103.9026103 1.3953753)
3786057739,1.39558,103.9028127,3786057739,,,POINT (103.9028127 1.39558)
3792692296,1.3953012,103.9023761,3792692296,,,POINT (103.9023761 1.3953012)
3808576560,1.3926607,103.8954786,3808576560,,,POINT (103.8954786 1.3926607)
3808576563,1.3927751,103.8955297,3808576563,,,POINT (103.8955297 1.3927751)
3808576565,1.392682,103.8954168,3808576565,,,POINT (103.8954168 1.392682)
3808580384,1.3915718,103.894268,3808580384,,,POINT (103.894268 1.3915718)
3808580385,1.3915912,103.8943647,3808580385,,,POINT (103.8943647 1.3915912)
3808580388,1.3921424,103.8931899,3808580388,,,POINT (103.8931899 1.3921424)
3808580389,1.3923158,103.8933751,3808580389,,,POINT (103.8933751 1.3923158)
3808586871,1.3876619,103.9067228,3808586871,,,POINT (103.9067228 1.3876619)
3808586872,1.3877415,103.9068028,3808586872,,,POINT (103.9068028 1.3877415)
3849480337,1.4159427,103.9002756,3849480337,,crossing,POINT (103.9002756 1.4159427)
3849480352,1.4105527,103.9042849,3849480352,,crossing,POINT (103.9042849 1.4105527)
3849482178,1.410298,103.902663,3849482178,,,POINT (103.902663 1.410298)
3854144924,1.3984025,103.8934526,3854144924,,,POINT (103.8934526 1.3984025)
3854144925,1.3987133,103.8932573,3854144925,,,POINT (103.8932573 1.3987133)
3854144926,1.3988404,103.8930258,3854144926,,,POINT (103.8930258 1.3988404)
3854144927,1.3990511,103.8920268,3854144927,,,POINT (103.8920268 1.3990511)
3854144928,1.399049,103.8917479,3854144928,,,POINT (103.8917479 1.399049)
3854144929,1.3990048,103.8916181,3854144929,,,POINT (103.8916181 1.3990048)
3854144930,1.3986851,103.891047,3854144930,,,POINT (103.891047 1.3986851)
3865151142,1.3876523,103.896484,3865151142,,,POINT (103.896484 1.3876523)
3865151143,1.3877029,103.8966041,3865151143,,,POINT (103.8966041 1.3877029)
3865151145,1.3877957,103.8964646,3865151145,,,POINT (103.8964646 1.3877957)
3865151146,1.3878195,103.896772,3865151146,,,POINT (103.896772 1.3878195)
3865151147,1.3878437,103.8968565,3865151147,,,POINT (103.8968565 1.3878437)
3865151149,1.3879202,103.8964304,3865151149,,,POINT (103.8964304 1.3879202)
3865151150,1.3879454,103.8969696,3865151150,,,POINT (103.8969696 1.3879454)
3865151151,1.3879831,103.8964007,3865151151,,,POINT (103.8964007 1.3879831)
3865151152,1.3880719,103.8968708,3865151152,,,POINT (103.8968708 1.3880719)
3865151153,1.3880804,103.8963329,3865151153,,,POINT (103.8963329 1.3880804)
